name,gender,race,length
teryleisha,1,0,10
valarie,1,0,7
jameka,1,0,6
amy,1,0,3
ebonee,1,0,6
ronita,1,0,6
mea,1,0,3
ambe,1,0,4
ymari,1,0,5
shkendra,1,0,8
jaquin,1,0,6
dale,1,0,4
shemika,1,0,7
audry,1,0,5
djua,1,0,4
shondrica,1,0,9
cherrelle,1,0,9
clarassi,1,0,8
lowa,1,0,4
lashaun,1,0,7
letika,1,0,6
binita,1,0,6
murrya,1,0,6
myesha,1,0,6
tykisha,1,0,7
rakebia,1,0,7
rotashia,1,0,8
shaquilla,1,0,9
levoria,1,0,7
markisha,1,0,8
lorinda,1,0,7
paige,1,0,5
runetta,1,0,7
ryeisha,1,0,7
myiakya,1,0,7
kadon,1,0,5
adrianne,1,0,8
bennetta,1,0,8
tre,1,0,3
evonne,1,0,6
jerricka,1,0,8
jimmie,1,0,6
shevonda,1,0,8
dimitria,1,0,8
asreiale,1,0,8
tashika,1,0,7
dominic,1,0,7
yasheka,1,0,7
aria,1,0,4
kanesha,1,0,7
keebie,1,0,6
morissa,1,0,7
shauraye,1,0,8
deaquaneil,1,0,10
kess,1,0,4
tangela,1,0,7
woodie,1,0,6
shequita,1,0,8
latashia,1,0,8
mardenisha,1,0,10
undrea,1,0,6
unique,1,0,6
cecilia,1,0,7
daytra,1,0,6
lynda,1,0,5
safari,1,0,6
bivian,1,0,6
tajua,1,0,5
chasity,1,0,7
della,1,0,5
adi,1,0,3
arstra,1,0,6
yochechi,1,0,8
