name,gender,race,length
robinson,0,2,8
braian,0,2,6
prudencio,0,2,9
darcy,0,2,5
elwin,0,2,5
milo,0,2,4
zev,0,2,3
regil,0,2,5
wilton,0,2,6
demetrios,0,2,9
dickie,0,2,6
jothan  iii,0,2,11
tyronne,0,2,7
lall,0,2,4
tray,0,2,4
aydan,0,2,5
isais,0,2,5
jeremias  iii,0,2,13
mervin,0,2,6
rosalio,0,2,7
valery,0,2,6
kristan,0,2,7
haynh,0,2,5
rock,0,2,4
colon,0,2,5
garlon,0,2,6
davor,0,2,5
matt,0,2,4
chrystofer,0,2,10
rufat,0,2,5
gustin,0,2,6
leo iii,0,2,7
samag,0,2,5
yeiniel,0,2,7
cresencio,0,2,9
jeosvany,0,2,8
federico,0,2,8
faith,0,2,5
oliber,0,2,6
efran,0,2,5
eduan,0,2,5
jorman,0,2,6
yoinkel,0,2,7
alejo,0,2,5
eliesky,0,2,7
fedrico,0,2,7
irwin,0,2,5
jiovani,0,2,7
pizarro,0,2,7
teodoro,0,2,7
yordan,0,2,6
yuliany,0,2,7
zleymen,0,2,7
ferdin,0,2,6
gualberto,0,2,9
silvestre,0,2,9
cary  iii,0,2,9
manfred,0,2,7
sammie  iii,0,2,11
sharyon,0,2,7
louville,0,2,8
jan,0,2,3
fabrizzio,0,2,9
abrahm,0,2,6
pick,0,2,4
diomedes,0,2,8
melbin,0,2,6
adalino,0,2,7
omee,0,2,4
robertson,0,2,9
samille,0,2,7
wilfrido,0,2,8
hazael,0,2,6
guilio,0,2,6
joedy,0,2,5
alphonso,0,2,8
quinn,0,2,5
fady,0,2,4
chesley,0,2,7
kong,0,2,4
willy,0,2,5
albert  iii,0,2,11
arba,0,2,4
ryker,0,2,5
stone,0,2,5
ozzy,0,2,4
kraig,0,2,5
duston,0,2,6
kennis,0,2,6
alaa,0,2,4
routy,0,2,5
jammie,0,2,6
jefrey,0,2,6
bobauk,0,2,6
cloro,0,2,5
chon,0,2,4
thael,0,2,5
russ,0,2,4
chico,0,2,5
majed,0,2,5
josha,0,2,5
vanu,0,2,4
raylon,0,2,6
glendle,0,2,7
leolin,0,2,6
obie,0,2,4
laken,0,2,5
brannon,0,2,7
dustyn,0,2,6
richmond,0,2,8
dell,0,2,4
moody,0,2,5
maron,0,2,5
loyd,0,2,4
jeryl,0,2,5
smith,0,2,5
daryll,0,2,6
aldridge,0,2,8
arbury,0,2,6
olen,0,2,4
lewie,0,2,5
holbert,0,2,7
ronney,0,2,6
burlie,0,2,6
callum,0,2,6
enis,0,2,4
leffell,0,2,7
lloyal,0,2,6
zakery,0,2,6
briceon,0,2,7
lonny,0,2,5
nimous,0,2,6
deward,0,2,6
eldon,0,2,5
gillard,0,2,7
gail,0,2,4
wyouman,0,2,7
jerrel,0,2,6
garon,0,2,5
elgie,0,2,5
pryor,0,2,5
layne,0,2,5
doy,0,2,3
paden,0,2,5
charley,0,2,7
cabrin,0,2,6
markeen,0,2,7
beauford,0,2,8
loman,0,2,5
tad,0,2,3
shon,0,2,4
farris,0,2,6
colburn,0,2,7
josey,0,2,5
antone,0,2,6
roll,0,2,4
abie,0,2,4
radford,0,2,7
stoney,0,2,6
lathe,0,2,5
vern,0,2,4
merton,0,2,6
jarrell,0,2,7
jackey,0,2,6
rion,0,2,4
mick,0,2,4
cohen,0,2,5
evin,0,2,4
keegan,0,2,6
zacharie,0,2,8
laron,0,2,5
blain,0,2,5
gerrad,0,2,6
rayvis,0,2,6
midian,0,2,6
bodie,0,2,5
jacen,0,2,5
jeramiah,0,2,8
wilbern,0,2,7
obdnlio,0,2,7
obern,0,2,5
derik,0,2,5
keen,0,2,4
whitney,0,2,7
brennon,0,2,7
jaron,0,2,5
jaimie,0,2,6
jesee,0,2,5
davyd,0,2,5
ferrell,0,2,7
kevvy,0,2,5
kenno,0,2,5
civin,0,2,5
oren,0,2,4
jame,0,2,4
danyel,0,2,6
bowen,0,2,5
chestly,0,2,7
keelan,0,2,6
tadd,0,2,4
glendon,0,2,7
johnse,0,2,6
elwyn,0,2,5
jabari,0,2,6
arlis,0,2,5
quincy,0,2,6
murel,0,2,5
dacey,0,2,5
truman,0,2,6
gideon,0,2,6
markcus,0,2,7
tobe,0,2,4
sven,0,2,4
bosephis,0,2,8
jediah,0,2,6
weylin,0,2,6
teal,0,2,4
sherman,0,2,7
delvin,0,2,6
gabe,0,2,4
garner,0,2,6
buster,0,2,6
buril,0,2,5
stony,0,2,5
oval,0,2,4
dinky,0,2,5
indio,0,2,5
cason,0,2,5
kobie,0,2,5
rasih,0,2,5
guzman,0,2,6
kennon,0,2,6
theotis,0,2,7
limuel,0,2,6
gaylon,0,2,6
corben,0,2,6
lindel,0,2,6
brouce,0,2,6
deric,0,2,5
bondie,0,2,6
krinden,0,2,7
trevis,0,2,6
nike,0,2,4
finus,0,2,5
dalvid,0,2,6
derric,0,2,6
leighton,0,2,8
krystopher,0,2,10
vendle,0,2,6
pascal,0,2,6
sabastain,0,2,9
michial,0,2,7
chalin,0,2,6
rolf,0,2,4
stepen,0,2,6
kendale,0,2,7
caz,0,2,3
sylus,0,2,5
finis,0,2,5
fielding,0,2,8
audley,0,2,6
dowell,0,2,6
august,0,2,6
dyllon,0,2,6
samual,0,2,6
boyd,0,2,4
joda,0,2,4
galan,0,2,5
loid,0,2,4
broderick,0,2,9
orval,0,2,5
garyon,0,2,6
earlon,0,2,6
toy,0,2,3
bojay,0,2,5
kollin,0,2,6
torger,0,2,6
kile,0,2,4
orvil,0,2,5
wendyl,0,2,6
keosaysith,0,2,10
rylee,0,2,5
tobey,0,2,5
taz,0,2,3
jerrell,0,2,7
harless,0,2,7
elvert,0,2,6
davin,0,2,5
deon,0,2,4
micha,0,2,5
michaes,0,2,7
michael ric,0,2,11
benji,0,2,5
beuford,0,2,7
buckie,0,2,6
jarvis,0,2,6
clayburn,0,2,8
duryl,0,2,5
gary don,0,2,8
bennett,0,2,7
shone,0,2,5
rigoverto,0,2,9
drewight,0,2,8
gearold,0,2,7
weslee,0,2,6
hershel,0,2,7
hassell,0,2,7
iry,0,2,3
dole,0,2,4
deril,0,2,5
jerred,0,2,6
graydon,0,2,7
thane,0,2,5
chadrick,0,2,8
daneal,0,2,6
ike,0,2,3
val,0,2,3
liz,0,2,3
dereck,0,2,6
latane,0,2,6
yannick,0,2,7
mickeal,0,2,7
patric,0,2,6
delany,0,2,6
ambrose,0,2,7
jad,0,2,3
quan,0,2,4
stetson,0,2,7
daron,0,2,5
sherief,0,2,7
braxxton,0,2,8
gentry,0,2,6
leopold,0,2,7
bradlee,0,2,7
gifford,0,2,7
trealyn,0,2,7
frankiie,0,2,8
keelyn,0,2,6
odell,0,2,5
hooker,0,2,6
drake,0,2,5
rowdy,0,2,5
wesi,0,2,4
bor,0,2,3
nickollas,0,2,9
lecel,0,2,5
phillipe,0,2,8
brentley,0,2,8
rojerio,0,2,7
serafin,0,2,7
basil,0,2,5
daleon,0,2,6
nicklaus,0,2,8
elza,0,2,4
dolan,0,2,5
judd,0,2,4
daryel,0,2,6
braydon,0,2,7
britain,0,2,7
jamye,0,2,5
jedadiah,0,2,8
vida,0,2,4
wendel,0,2,6
cord,0,2,4
haskell,0,2,7
woodruff,0,2,8
daril,0,2,5
braden,0,2,6
cleaborn,0,2,8
lillis,0,2,6
ford,0,2,4
corbut,0,2,6
dearl,0,2,5
dewell,0,2,6
ardwin,0,2,6
dawn,0,2,4
jessan,0,2,6
jeptha,0,2,6
avin,0,2,4
arlee,0,2,5
dyllan,0,2,6
chason,0,2,6
jerimya,0,2,7
stefhen,0,2,7
ancel,0,2,5
dagan,0,2,5
drayton,0,2,7
jassen,0,2,6
danian,0,2,6
colten,0,2,6
hyram,0,2,5
carvin,0,2,6
evatt,0,2,5
brody,0,2,5
sony,0,2,4
kalob,0,2,5
lendall,0,2,7
stephean,0,2,8
javan,0,2,5
keeton,0,2,6
joshawa,0,2,7
garey,0,2,5
hendryk,0,2,7
manoid,0,2,6
jerried,0,2,7
doulgas,0,2,7
swen,0,2,4
meredith,0,2,8
prentis,0,2,7
guyton,0,2,6
demetrius,0,2,9
olibel,0,2,6
almer,0,2,5
len,0,2,3
emmery,0,2,6
alax,0,2,4
hefton,0,2,6
anthoy,0,2,6
alvah,0,2,5
jerread,0,2,7
